Mbappé,ATT,75,9.130512,France,ok,19440000.0,110000.0,"[16, 9, None, None, None]",0.7,0,7.83,352
Busquets,MID,21,7.590688,Spain,ok,6230000.0,160000.0,"[2, 6, None, None, None]",0,0,7.21,264
Weston McKennie,MID,21,6.8813759999999995,US,ok,2490000.0,80000.0,"[6, 2, None, None, None]",0,0,6.88,1
En-Nesyri,ATT,21,6.8696980000000005,Morocco,ok,3440000.0,20000.0,"[2, 2, None, None, None]",0,0,6.71,119
Zambo Anguissa,MID,21,6.231808,Cameroon,ok,3370000.0,0.0,"[2, 6, None, None, None]",0,0,7.04,-574
Brenden Aaronson,MID,20,6.721343999999999,US,ok,2400000.0,0.0,"[2, 6, None, None, None]",0,0,6.72,1
Conor Coady,DEF,20,7.261992,England,ok,1100000.0,-20000.0,"[None, None, None, None, None]",0,0,6.98,202
Daley Blind,DEF,20,7.7347399999999995,Netherlands,ok,3420000.0,70000.0,"[2, 2, None, None, None]",0,0,7.1,447
Danilo,DEF,20,7.91508,Brazil,injured,3540000.0,-220000.0,"['injured', 2, None, None, None]",0,0,7.10,574
Denis Zakaria,MID,20,6.732104,Switzerland,ok,2810000.0,-80000.0,"[None, None, None, None, None]",0,0,6.68,39
Mertens,ATT,20,7.044224,Belgium,ok,2840000.0,-40000.0,"[6, None, None, None, None]",0,0,7.04,3
Camavinga,MID,20,7.353648000000001,France,ok,3570000.0,-70000.0,"[None, 'doubt', None, None, None]",0,0,6.87,352
Emiliano Martínez,GK,20,7.212604000000001,Argentina,ok,5430000.0,60000.0,"[2, -2, None, None, None]",0,0,6.86,257
Edouard Mendy,GK,20,6.5892,Senegal,ok,3220000.0,-10000.0,"[6, -2, None, None, None]",0,0,6.8,-155
Ellyes Skhiri,MID,20,6.497904,Tunisia,ok,2230000.0,0.0,"[2, 2, None, None, None]",0,0,6.99,-352
Eric García,DEF,20,7.338016,Spain,ok,2910000.0,-130000.0,"[None, None, None, None, None]",0,0,6.97,264
Fred,MID,20,7.74786,Brazil,ok,4250000.0,100000.0,"[2, 6, None, None, None]",0,0,6.95,574
Giovanni Reyna,MID,20,6.831366,US,ok,2400000.0,-40000.0,"[0, None, None, None, None]",0,0.1,6.73,1
Jan Bednarek,DEF,20,6.573798,Poland,ok,1450000.0,-40000.0,"[None, None, None, None, None]",0,0,6.93,-257
Jordan Veretout,MID,20,7.471392000000001,France,ok,1690000.0,-30000.0,"[None, None, None, None, None]",0,0,6.98,352
Dolberg,ATT,20,6.991124,Denmark,ok,2300000.0,-50000.0,"[2, -2, None, None, None]",0,0,6.73,194
Dendoncker,MID,20,6.874122,Belgium,ok,3180000.0,-20000.0,"[None, 6, None, None, None]",0,0,6.87,3
Paredes,MID,20,7.3703140000000005,Argentina,ok,4280000.0,-130000.0,"[None, -2, None, None, None]",0,0,7.01,257
Lucas Torreira,MID,20,7.390600000000001,Uruguay,ok,2350000.0,-60000.0,"[None, None, None, None, None]",0,0,7.0,279
Mohammed Kudus,MID,20,6.524422,Ghana,ok,3280000.0,160000.0,"[18, 6, None, None, None]",0,0,6.91,-279
Nahuel Molina,DEF,20,7.191576,Argentina,ok,3120000.0,-50000.0,"[2, -2, None, None, None]",0,0,6.84,257
Otamendi,DEF,20,7.5175100000000015,Argentina,ok,5070000.0,140000.0,"[6, -2, None, None, None]",0,0,7.15,257
Nikola Vlasic,MID,20,6.735956,Croatia,ok,2830000.0,10000.0,"[2, 6, None, None, None]",0,0,6.74,-3
Estupiñán,DEF,20,7.0623499999999995,Ecuador,ok,3200000.0,30000.0,"[6, 2, None, None, None]",0,0.1,6.75,155
Piero Hincapié,DEF,20,7.041729999999999,Ecuador,ok,2390000.0,30000.0,"[2, 2, None, None, None]",0,0,6.83,155
Rasmus Kristensen,DEF,20,7.240435999999999,Denmark,ok,2480000.0,90000.0,"[6, 6, None, None, None]",0,0,6.97,194
Timothy Castagne,DEF,20,6.864116,Belgium,ok,1950000.0,20000.0,"[2, 2, None, None, None]",0,0,6.86,3
Thiago Silva,DEF,20,8.0823,Brazil,ok,6030000.0,170000.0,"[6, 6, None, None, None]",0,0,7.25,574
Delaney,MID,20,7.126168,Denmark,injured,2600000.0,-90000.0,"['injured', 2, None, None, None]",0,0,6.86,194
Meunier,DEF,20,6.924151999999999,Belgium,ok,3040000.0,0.0,"[6, 2, None, None, None]",0,0,6.92,3
Tyler Adams,MID,20,6.871374,US,ok,3140000.0,40000.0,"[6, 2, None, None, None]",0,0,6.87,1
Tyrell Malacia,DEF,20,7.538647999999999,Netherlands,ok,1270000.0,-30000.0,"[None, None, None, None, None]",0,0,6.92,447
Vitinha,MID,20,7.506892,Portugal,ok,2900000.0,-90000.0,"[None, None, None, None, None]",0,0,7.09,294
Wataru Endo,MID,20,6.6304,Japan,ok,2350000.0,-40000.0,"[2, 2, None, None, None]",0,0,7.0,-264
Aaron Ramsdale,GK,19,7.1163359999999996,England,ok,1360000.0,-20000.0,"[None, None, None, None, None]",0,0,6.84,202
Alexander Djiku,DEF,19,6.618842,Ghana,ok,1410000.0,-10000.0,"[2, 2, None, None, None]",0,0,7.01,-279
Amadou Onana,MID,19,6.964175999999999,Belgium,sanctioned,2100000.0,-60000.0,"[2, 2, None, None, None]",0,0,6.96,3
Ansu Fati,ATT,19,7.127456,Spain,ok,6160000.0,-190000.0,"[None, None, None, None, None]",0,0,6.77,264
Witsel,MID,19,6.934157999999999,Belgium,ok,5110000.0,20000.0,"[2, 2, None, None, None]",0,0,6.93,3
Borna Sosa,DEF,19,7.265637999999999,Croatia,ok,2940000.0,100000.0,"[2, 6, None, None, None]",0,0,7.27,-3
Cristian Roldán,MID,19,7.211442,US,ok,1670000.0,-40000.0,"[None, None, None, None, None]",0,0,7.21,1
Conor Gallagher,MID,19,7.157952,England,ok,1640000.0,-40000.0,"[None, None, None, None, None]",0,0,6.88,202
Daniel Wass,MID,19,7.42742,Denmark,ok,2620000.0,-90000.0,"[None, None, None, None, None]",0,0,7.15,194
Diogo Costa,GK,19,7.379835999999999,Portugal,ok,4080000.0,70000.0,"[10, -2, None, None, None]",0,0,6.97,294
Erick Gutierrez,MID,19,7.174536,Mexico,ok,1780000.0,-20000.0,"[2, None, None, None, None]",0,0,6.99,132
Éverton Ribeiro,MID,19,7.91508,Brazil,ok,1670000.0,-30000.0,"[None, None, None, None, None]",0,0,7.1,574
Gerónimo Rulli,GK,19,7.391342000000001,Argentina,ok,2050000.0,-80000.0,"[None, None, None, None, None]",0,0,7.03,257
Gonçalo Ramos,ATT,19,7.4116,Portugal,ok,1840000.0,-30000.0,"[2, 0, None, None, None]",0,0,7.0,294
Krychowiak,MID,19,6.583284000000001,Poland,ok,3230000.0,50000.0,"[2, 6, None, None, None]",0,0,6.94,-257
Idrissa Gueye,MID,19,6.841139999999999,Senegal,ok,3300000.0,20000.0,"[6, 2, None, None, None]",0,0.1,6.96,-155
Ivan Ilic,MID,19,6.737038,Serbia,ok,1670000.0,-30000.0,"[None, -2, None, None, None]",0,0,6.79,-39
Jesper Lindstrøm,MID,19,7.136556,Denmark,ok,2110000.0,10000.0,"[2, 2, None, None, None]",0,0,6.87,194
José Cifuentes,MID,19,7.227309999999999,Ecuador,ok,1940000.0,-40000.0,"[None, 2, None, None, None]",0,0,7.01,155
José Sá,GK,19,7.379835999999999,Portugal,ok,1360000.0,-30000.0,"[None, None, None, None, None]",0,0,6.97,294
Josip Sutalo,DEF,19,7.1856860000000005,Croatia,ok,1200000.0,-40000.0,"[None, None, None, None, None]",0,0,7.19,-3
Brandt,MID,19,7.33998,Germany,ok,1930000.0,-70000.0,"[None, None, None, None, None]",0,0,7.1,169
Kang-in Lee,MID,19,6.428396,South Korea,ok,3970000.0,-20000.0,"[10, 2, None, None, None]",0,0,6.83,-294
Karim Adeyemi,MID,19,7.060854000000001,Germany,ok,2420000.0,-90000.0,"[None, None, None, None, None]",0,0,6.83,169
Trapp,GK,19,7.08153,Germany,ok,1050000.0,-20000.0,"[None, None, None, None, None]",0,0,6.85,169
Lucas Hernández,DEF,19,7.471392000000001,France,injured,3820000.0,-230000.0,"['injured', 0, None, None, None]",0,0,6.98,352
Luis Romo,MID,19,7.051368,Mexico,ok,1640000.0,-50000.0,"[None, None, None, None, None]",0,0,6.87,132
Mathías Olivera,DEF,19,7.369484000000001,Uruguay,ok,3380000.0,20000.0,"[6, 2, None, None, None]",0,0,6.98,279
Manuel Ugarte,MID,19,7.263904,Uruguay,ok,1850000.0,-40000.0,"[None, None, None, None, None]",0,0,6.88,279
Moisés Caicedo,MID,19,7.16545,Ecuador,ok,3540000.0,70000.0,"[6, 6, None, None, None]",0,0,6.95,155
Maksimović,MID,19,6.756881999999999,Serbia,ok,2240000.0,-10000.0,"[2, 0, None, None, None]",0,0,6.81,-39
Nico Williams,ATT,19,7.2011519999999996,Spain,ok,4890000.0,60000.0,"[2, 6, None, None, None]",0,0,6.84,264
Frankowski,MID,19,6.573798,Poland,ok,2040000.0,40000.0,"[2, 0, None, None, None]",0,0,6.93,-257
Romain Saïss,DEF,19,7.094934,Morocco,ok,2100000.0,170000.0,"[11, 2, None, None, None]",0,0,6.93,119
Stephen Eustáquio,MID,19,6.9700679999999995,Canada,ok,2470000.0,-20000.0,"[2, 6, None, None, None]",0,0.1,7.04,-119
Sebastian Szymanski,MID,19,6.905808,Poland,ok,2300000.0,-60000.0,"[None, 2, None, None, None]",0,0,7.28,-257
Saša Lukić,MID,19,6.965243999999999,Serbia,ok,2240000.0,-20000.0,"[2, 2, None, None, None]",0,0,7.02,-39
Kjær,DEF,19,7.178108,Denmark,ok,3060000.0,-120000.0,"[None, 2, None, None, None]",0,0,6.91,194
Alderweireld,DEF,19,7.104259999999999,Belgium,ok,4380000.0,30000.0,"[2, 6, None, None, None]",0,0,7.1,3
Victor Nelsson,DEF,19,7.136556,Denmark,ok,1230000.0,-10000.0,"[2, None, None, None, None]",0,0,6.87,194
Walker Zimmerman,DEF,19,7.101419999999999,US,ok,1570000.0,10000.0,"[6, -2, None, None, None]",0,0,7.10,1
Widmer Silvan,DEF,19,6.973976,Switzerland,ok,1960000.0,40000.0,"[6, 2, None, None, None]",0,0,6.92,39
William Carvalho,MID,19,7.369248,Portugal,ok,4510000.0,50000.0,"[6, 2, None, None, None]",0,0,6.96,294
Szczęsny,GK,19,6.630714,Poland,ok,3840000.0,70000.0,"[10, 6, None, None, None]",0,0,6.99,-257
Shaqiri,ATT,19,7.195692,Switzerland,ok,3850000.0,-20000.0,"[None, 6, None, None, None]",0,0,7.14,39
Sommer,GK,19,7.135224,Switzerland,ok,3960000.0,90000.0,"[6, 10, None, None, None]",0,0,7.08,39
Youssouf Fofana,MID,19,7.321536,France,ok,2800000.0,-30000.0,"[0, 2, None, None, None]",0,0,6.84,352
Christian Günter,DEF,18,7.205586,Germany,ok,1850000.0,-60000.0,"[None, None, None, None, None]",0,0,6.97,169
Daniel James,ATT,18,6.381340000000001,Wales,ok,1920000.0,-50000.0,"[2, -2, None, None, None]",0,0,6.65,-202
Hugo Guillamón,MID,18,7.169567999999999,Spain,ok,1660000.0,-30000.0,"[None, 'injured', None, None, None]",0,0,6.81,264
Akanji,DEF,18,6.943742,Switzerland,ok,3700000.0,-10000.0,"[6, 2, None, None, None]",0,0,6.89,39
Götze,MID,18,7.2366,Germany,ok,2370000.0,-90000.0,"[None, -2, None, None, None]",0,0,7.0,169
Nathan Aké,DEF,18,7.560436,Netherlands,ok,3690000.0,70000.0,"[6, 2, None, None, None]",0,0,6.94,447
Noa Lang,MID,18,7.702058,Netherlands,ok,1700000.0,-40000.0,"[None, None, None, None, None]",0,0,7.07,447
Kolo Muani,ATT,18,7.43928,France,ok,1330000.0,-30000.0,"[None, None, None, None, None]",0,0,6.95,352
Raphaël Guerreiro,DEF,18,7.453952,Portugal,ok,4060000.0,110000.0,"[6, 6, None, None, None]",0,0,7.04,294
Selim Amallah,MID,18,7.064220000000001,Morocco,ok,2180000.0,100000.0,"[6, 2, None, None, None]",0,0,6.9,119
Takehiro Tomiyasu,DEF,18,6.4693760000000005,Japan,ok,1490000.0,-50000.0,"['doubt', 6, None, None, None]",0,0,6.83,-264
Tajon Buchanan,ATT,18,6.511253999999999,Canada,ok,2170000.0,-40000.0,"[6, 6, None, None, None]",0,0,6.67,-119
Alex Telles,DEF,17,7.669824,Brazil,ok,2220000.0,-50000.0,"[0, None, None, None, None]",0,0,6.88,574
Alexis Vega,ATT,17,7.656944,Mexico,ok,2120000.0,20000.0,"[2, 6, None, None, None]",0.2,0,7.26,132
Carlos Rodriguez,MID,17,7.13348,Mexico,ok,1720000.0,-50000.0,"[None, 2, None, None, None]",0,0,6.95,132
Christian Nørgaard,MID,17,7.354704,Denmark,ok,1390000.0,-20000.0,"[0, None, None, None, None]",0,0,7.08,194
Livaković,GK,17,6.955824,Croatia,ok,3530000.0,40000.0,"[2, 6, None, None, None]",0,0,6.96,-3
Jérémy Doku,ATT,17,6.924151999999999,Belgium,ok,1450000.0,-50000.0,"[None, None, None, None, None]",0,0,6.92,3
Josip Juranovic,DEF,17,7.14571,Croatia,ok,1680000.0,120000.0,"[6, 2, None, None, None]",0,0,7.15,-3
Luka Sucic,MID,17,7.14571,Croatia,ok,1440000.0,-40000.0,"[None, None, None, None, None]",0,0,7.15,-3
Mathias Jensen,MID,17,7.095003999999999,Denmark,ok,1910000.0,-50000.0,"[None, 2, None, None, None]",0,0,6.83,194
Milenković,DEF,17,6.975166,Serbia,ok,2820000.0,10000.0,"[-2, 6, None, None, None]",0,0,7.03,-39
Noah Okafor,ATT,17,7.044522000000001,Switzerland,ok,1470000.0,-40000.0,"[None, 2, None, None, None]",0,0,6.99,39
Papu Gómez,ATT,17,7.307230000000001,Argentina,ok,2720000.0,-100000.0,"[None, -2, None, None, None]",0,0,6.95,257
Thilo Kehrer,DEF,17,6.947136,Germany,ok,1310000.0,40000.0,"[-2, None, None, None, None]",0,0,6.72,169
Thorgan Hazard,ATT,17,6.734038,Belgium,ok,2910000.0,0.0,"[6, None, None, None, None]",0,0,6.73,3
Abdou Diallo,DEF,16,6.7829999999999995,Senegal,ok,930000.0,30000.0,"[2, 2, None, None, None]",0,0,7.0,-155
Alexander Bah,DEF,16,7.271599999999999,Denmark,ok,610000.0,-10000.0,"[0, None, None, None, None]",0,0,7.0,194
André Onana,GK,16,6.116732,Cameroon,discarded,2980000.0,-100000.0,"['discarded', 2, None, None, None]",0,0,6.91,-574
Milik,ATT,16,6.621228,Poland,ok,2260000.0,-20000.0,"[2, 2, None, None, None]",0,0,6.98,-257
Axel Disasi,DEF,16,7.578432,France,ok,1500000.0,-30000.0,"[None, None, None, None, None]",0,0,7.08,352
Ben White,DEF,16,7.23078,England,doubt,1580000.0,-50000.0,"[None, None, None, None, None]",0,0,6.95,202
Brennan Johnson,ATT,16,6.7172,Wales,ok,1340000.0,-30000.0,"[2, 2, None, None, None]",0,0,7.00,-202
Enner Valencia,ATT,16,8.000559999999998,Ecuador,doubt,3430000.0,120000.0,"[9, 16, None, None, None]",0.7,0,7.06,155
Schär,DEF,16,7.074756,Switzerland,ok,1390000.0,-50000.0,"[None, None, None, None, None]",0,0,7.02,39
Foyth,DEF,16,7.181062000000001,Argentina,ok,2350000.0,-110000.0,"[None, None, None, None, None]",0,0,6.83,257
Germán Pezzella,DEF,16,7.307230000000001,Argentina,ok,1260000.0,-30000.0,"[None, None, None, None, None]",0,0,6.95,257
Gonzalo Montiel,DEF,16,6.981296,Argentina,ok,1340000.0,10000.0,"[2, None, None, None, None]",0,0,6.64,257
Henry Martín,ATT,16,7.1848,Mexico,ok,1220000.0,-40000.0,"[None, 2, None, None, None]",0,0,7.0,132
Ibrahima Konaté,DEF,16,7.417872,France,ok,3800000.0,120000.0,"[2, 6, None, None, None]",0,0,6.93,352
Juan Pablo Vargas,DEF,16,6.850357999999999,Costa Rica,ok,650000.0,-20000.0,"[None, None, None, None, None]",0,0,7.09,-169
Jeremie Frimpong,DEF,16,7.397025999999999,Netherlands,ok,1710000.0,-40000.0,"[None, None, None, None, None]",0,0,6.79,447
Justin Bijlow,GK,16,7.407919999999999,Netherlands,ok,1780000.0,-40000.0,"[None, None, None, None, None]",0,0,6.8,447
Keylor Navas,GK,16,6.821371999999999,Costa Rica,ok,3140000.0,-30000.0,"[6, -2, None, None, None]",0,0,7.06,-169
Casteels,GK,16,6.984188,Belgium,ok,1030000.0,-20000.0,"[None, None, None, None, None]",0,0,6.98,3
Luuk De Jong,ATT,16,7.505965999999999,Netherlands,ok,2000000.0,-60000.0,"[None, None, None, None, None]",0,0,6.89,447
Marcos Acuña,DEF,16,7.328258000000001,Argentina,ok,3520000.0,70000.0,"[2, -2, None, None, None]",0,0,6.97,257
Marko Livaja,ATT,16,7.4955,Croatia,ok,1600000.0,150000.0,"[9, 2, None, None, None]",0,0,7.5,-3
Braithwaite,ATT,16,6.939183999999999,Denmark,ok,2570000.0,-30000.0,"[2, None, None, None, None]",0,0.1,6.58,194
Batshuayi,ATT,16,6.914146,Belgium,ok,3970000.0,60000.0,"[2, 13, None, None, None]",0,0,6.91,3
Mohammed Salisu,DEF,16,6.51498,Ghana,ok,1300000.0,70000.0,"[7, 2, None, None, None]",0,0,6.9,-279
Ricardo Rodríguez,DEF,16,6.923586,Switzerland,ok,2670000.0,60000.0,"[2, 6, None, None, None]",0,0,6.87,39
Robert Arboleda,DEF,16,7.299479999999999,Ecuador,ok,1110000.0,-20000.0,"[None, None, None, None, None]",0,0,7.08,155
Sardar Azmoun,ATT,16,6.788642,Iran,ok,1190000.0,20000.0,"[6, 2, None, None, None]",0,0,6.79,-1
Sofiane Boufal,ATT,16,7.954926,Morocco,ok,2060000.0,100000.0,"[6, 2, None, None, None]",0.7,0,7.07,119
Takefusa Kubo,ATT,16,6.639872,Japan,ok,3530000.0,-200000.0,"[None, 2, None, None, None]",0,0.1,6.91,-264
Poulsen,ATT,16,6.90802,Denmark,ok,1700000.0,-60000.0,"[None, None, None, None, None]",0,0,6.65,194
Arthur Theate,DEF,15,6.804079999999999,Belgium,ok,600000.0,-10000.0,"[None, None, None, None, None]",0,0,6.8,3
Ben Davies,DEF,15,6.611644,Wales,ok,2500000.0,-30000.0,"[2, 6, None, None, None]",0,0,6.89,-202
Bono,GK,15,7.023268000000001,Morocco,ok,3680000.0,30000.0,"[None, 10, None, None, None]",0,0,6.86,119
César Montes,DEF,15,7.0616319999999995,Mexico,ok,1360000.0,60000.0,"[6, 6, None, None, None]",0,0,6.88,132
Diego Palacios,DEF,15,7.299479999999999,Ecuador,ok,610000.0,-10000.0,"[None, None, None, None, None]",0,0,7.08,155
Facundo Torres,ATT,15,7.559528,Uruguay,ok,1170000.0,-30000.0,"[None, None, None, None, None]",0,0,7.16,279
Héctor Herrera,MID,15,7.1950639999999995,Mexico,ok,3040000.0,70000.0,"[6, 6, None, None, None]",0,0.1,6.91,132
Lloris,GK,15,7.43928,France,ok,6030000.0,110000.0,"[6, 2, None, None, None]",0,0,6.95,352
Ilias Chair,MID,15,7.320170000000001,Morocco,ok,1170000.0,-30000.0,"[None, None, None, None, None]",0,0,7.15,119
Vertonghen,DEF,15,6.974181999999999,Belgium,ok,3660000.0,30000.0,"[2, 6, None, None, None]",0,0,6.97,3
Jesús Gallardo,DEF,15,7.164272,Mexico,ok,1780000.0,10000.0,"[2, 6, None, None, None]",0,0,6.98,132
Joel Campbell,ATT,15,6.821371999999999,Costa Rica,ok,1450000.0,-10000.0,"[6, -2, None, None, None]",0,0.1,6.96,-169
Jonas Wind,ATT,15,7.47936,Denmark,ok,980000.0,-30000.0,"[None, 'doubt', None, None, None]",0,0,7.2,194
Karol Swiderski,ATT,15,6.725574,Poland,ok,1040000.0,-30000.0,"[None, None, None, None, None]",0,0,7.09,-257
Luis Chávez,MID,15,7.420872,Mexico,ok,1590000.0,20000.0,"[2, 2, None, None, None]",0,0,7.23,132
Jović,ATT,15,6.786648,Serbia,ok,2240000.0,-90000.0,"[None, None, None, None, None]",0,0,6.84,-39
Lukas Klostermann,DEF,15,7.060854000000001,Germany,ok,1510000.0,-10000.0,"[2, 'doubt', None, None, None]",0,0,6.83,169
Nayef Aguerd,DEF,15,7.197314,Morocco,ok,1960000.0,180000.0,"[6, 6, None, None, None]",0,0,7.03,119
Nick Pope,GK,15,7.386839999999999,England,ok,1370000.0,-30000.0,"[None, None, None, None, None]",0,0,7.1,202
Roberto Alvarado,ATT,15,7.143744,Mexico,ok,1000000.0,-10000.0,"[2, None, None, None, None]",0,0,6.96,132
Strahinja Pavlovic,DEF,15,6.99501,Serbia,ok,1190000.0,110000.0,"[11, 6, None, None, None]",0,0,7.05,-39
Sebastián Coates,DEF,15,7.316694,Uruguay,ok,1830000.0,-50000.0,"[2, None, None, None, None]",0,0,6.93,279
Sergiño Dest,DEF,15,6.601319999999999,US,ok,2510000.0,20000.0,"[2, 2, None, None, None]",0,0,6.6,1
Mignolet,GK,15,7.1242719999999995,Belgium,ok,1070000.0,-20000.0,"[None, None, None, None, None]",0,0,7.12,3
Wout Faes,DEF,15,7.05423,Belgium,ok,660000.0,-20000.0,"[None, None, None, None, None]",0,0,7.05,3
Yunus Musah,MID,15,6.771354,US,ok,3190000.0,40000.0,"[2, 6, None, None, None]",0,0,6.77,1
Alex Sandro,DEF,14,7.680972,Brazil,ok,4370000.0,200000.0,"[2, 6, None, None, None]",0,0,6.89,574
Barišić,DEF,14,7.055763999999999,Croatia,ok,1190000.0,-40000.0,"[None, None, None, None, None]",0,0,7.06,-3
Christian Fassnacht,MID,14,7.135224,Switzerland,ok,1150000.0,-30000.0,"[None, None, None, None, None]",0,0,7.08,39
Connor Roberts,DEF,14,6.602048,Wales,ok,930000.0,-10000.0,"[-2, 2, None, None, None]",0,0,6.88,-202
David Raya,GK,14,7.338016,Spain,ok,910000.0,-10000.0,"[None, None, None, None, None]",0,0,6.97,264
Lovren,DEF,14,7.225662,Croatia,ok,3020000.0,190000.0,"[6, 2, None, None, None]",0,0,7.23,-3
Gerardo Arteaga,DEF,14,6.917936,Mexico,ok,610000.0,-20000.0,"[None, None, None, None, None]",0,0,6.74,132
Gonzalo Plata,ATT,14,7.093279999999999,Ecuador,ok,2830000.0,70000.0,"[6, 6, None, None, None]",0,0,6.88,155
Gregor Kobel,GK,14,6.9840539999999995,Switzerland,ok,1020000.0,-20000.0,"[None, None, None, None, None]",0,0,6.93,39
Joseph Aidoo,DEF,14,6.439444000000001,Ghana,ok,1150000.0,-40000.0,"[None, None, None, None, None]",0,0,6.82,-279
Kellyn Acosta,MID,14,6.961392,US,ok,1090000.0,-20000.0,"[None, 2, None, None, None]",0,0,6.96,1
Kevin Álvarez,DEF,14,7.154007999999999,Mexico,ok,620000.0,-10000.0,"[2, None, None, None, None]",0,0,6.97,132
Martin Erlic,DEF,14,6.935836,Croatia,ok,580000.0,-10000.0,"[None, None, None, None, None]",0,0,6.94,-3
Matty Cash,DEF,14,6.469452,Poland,ok,1640000.0,20000.0,"[2, 2, None, None, None]",0,0,6.82,-257
Neco Williams,DEF,14,6.66922,Wales,ok,1220000.0,-30000.0,"[-2, 2, None, None, None]",0,0,6.95,-202
Robert Sánchez,GK,14,7.180096,Spain,ok,880000.0,-10000.0,"[None, None, None, None, None]",0,0,6.82,264
Rubén Vargas,ATT,14,6.621246,Switzerland,ok,1530000.0,-10000.0,"[-2, 2, None, None, None]",0,0,6.57,39
Bella-Kotchap,DEF,13,7.195248,Germany,ok,540000.0,-10000.0,"[None, None, None, None, None]",0,0,6.96,169
Alistair Johnston,DEF,13,6.7455419999999995,Canada,ok,840000.0,-10000.0,"[2, 6, None, None, None]",0,0,6.91,-119
Aaron Long,DEF,13,6.851369999999999,US,ok,640000.0,-20000.0,"[None, None, None, None, None]",0,0,6.85,1
Cornelius,ATT,13,6.232799999999999,Denmark,ok,1090000.0,0.0,"[2, -2, None, None, None]",0,0,6.00,194
Bereszyński,DEF,13,6.336647999999999,Poland,ok,1040000.0,50000.0,"[2, 2, None, None, None]",0,0,6.68,-257
Daniel Amartey,DEF,13,6.505538,Ghana,ok,980000.0,30000.0,"[6, 2, None, None, None]",0,0,6.89,-279
Darko Lazović,MID,13,6.856102,Serbia,ok,1100000.0,-30000.0,"[None, -2, None, None, None]",0,0,6.91,-39
Denis Odoi,DEF,13,6.56219,Ghana,ok,560000.0,-10000.0,"[2, None, None, None, None]",0,0,6.95,-279
Godín,DEF,13,7.295578000000001,Uruguay,ok,3520000.0,40000.0,"[2, 6, None, None, None]",0,0,6.91,279
Vida,DEF,13,6.955824,Croatia,doubt,1150000.0,-50000.0,"['doubt', None, None, None, None]",0,0,6.96,-3
Dylan Bronn,DEF,13,6.265504,Tunisia,ok,960000.0,0.0,"[2, 6, None, None, None]",0,0,6.74,-352
Filip Mladenovic,DEF,13,7.163684,Serbia,ok,650000.0,-10000.0,"[None, 2, None, None, None]",0,0,7.22,-39
Calvo,DEF,13,6.782723999999999,Costa Rica,sanctioned,670000.0,-20000.0,"[6, -2, None, None, None]",0,0,7.02,-169
Gareth Bale,ATT,13,7.331344,Wales,ok,4620000.0,-90000.0,"[-2, 9, None, None, None]",0.7,0.1,6.84,-202
Harry Wilson,MID,13,6.870736,Wales,ok,1510000.0,-20000.0,"[-2, 2, None, None, None]",0,0,7.16,-202
Héctor Moreno,DEF,13,7.0308399999999995,Mexico,ok,1730000.0,20000.0,"[2, 6, None, None, None]",0,0,6.85,132
Jean-Charles Castelletto,DEF,13,6.01936,Cameroon,ok,1120000.0,120000.0,"[11, 6, None, None, None]",0,0,6.8,-574
Jakub Kiwior,DEF,13,6.488424,Poland,ok,1240000.0,110000.0,"[6, 6, None, None, None]",0,0,6.84,-257
Stryger Larsen,DEF,13,7.043064,Denmark,ok,560000.0,-10000.0,"[None, None, None, None, None]",0,0,6.78,194
Joe Rodon,DEF,13,6.602048,Wales,ok,780000.0,-10000.0,"[2, 2, None, None, None]",0,0,6.88,-202
